epoch,eval_loss,step,train_loss
0.0,0.0,246,0.6470000147819519
1.0,0.0,493,0.6060000061988831
2.0,0.0,740,0.5839999914169312
3.0,0.0010000000474974513,987,0.5680000185966492
4.0,0.0020000000949949026,1234,0.5600000023841858
5.0,0.0020000000949949026,1481,0.5540000200271606
6.0,0.0,1728,0.5410000085830688
7.0,0.0010000000474974513,1975,0.5440000295639038
8.0,0.0010000000474974513,2222,0.5360000133514404
9.0,0.0010000000474974513,2469,0.5270000100135803
10.0,0.0010000000474974513,2716,0.5289999842643738
11.0,0.0,2963,0.5220000147819519
12.0,0.0010000000474974513,3210,0.5040000081062317
13.0,0.0,3457,0.5090000033378601
14.0,0.0,3704,0.4970000088214874
15.0,0.0,3951,0.4950000047683716
16.0,0.0,4198,0.47999998927116394
17.0,0.0,4445,0.4869999885559082
18.0,0.0,4692,0.47999998927116394
19.0,0.0,4939,0.46000000834465027
20.0,0.0,5186,0.453000009059906
21.0,0.0,5433,0.44600000977516174
22.0,0.0,5680,0.43299999833106995
23.0,0.0,5927,0.42800000309944153
24.0,0.0,6174,0.41999998688697815
25.0,0.0,6421,0.40400001406669617
26.0,0.0,6668,0.39899998903274536
27.0,0.0,6915,0.3889999985694885
28.0,0.0,7162,0.37599998712539673
29.0,0.0,7409,0.367000013589859
30.0,0.0,7656,0.36500000953674316
